juego,concurso,fecha,bolsa,n1,n2,n3,n4,n5,n6,adicional
revanchita,2424,2011-02-27,70000000,13,26,33,35,37,49,
revanchita,2425,2011-03-02,72000000,5,12,16,28,31,47,
revanchita,2426,2011-03-06,73000000,6,25,29,38,42,50,
revanchita,2427,2011-03-09,75000000,2,20,21,33,39,47,
revanchita,2428,2011-03-13,76000000,6,7,31,42,50,52,
revanchita,2429,2011-03-16,78000000,11,19,28,31,43,45,
revanchita,2430,2011-03-20,80000000,5,13,24,28,36,38,
revanchita,2431,2011-03-23,81000000,5,8,14,20,27,46,
revanchita,2432,2011-03-27,83000000,13,16,31,40,44,52,
revanchita,2433,2011-03-30,85000000,4,5,18,33,36,49,
revanchita,2434,2011-04-03,86000000,1,19,36,47,49,52,
revanchita,2435,2011-04-06,88000000,3,8,23,31,50,51,
revanchita,2436,2011-04-10,90000000,3,4,12,23,46,49,
revanchita,2437,2011-04-13,92000000,3,4,11,15,52,53,
revanchita,2438,2011-04-17,94000000,1,5,18,34,36,51,
revanchita,2439,2011-04-20,96000000,21,28,31,35,36,41,
revanchita,2440,2011-04-24,98000000,7,10,26,36,48,54,
revanchita,2441,2011-04-27,100000000,4,7,16,42,43,52,
revanchita,2442,2011-05-01,101000000,1,14,19,42,47,52,
revanchita,2443,2011-05-04,104000000,2,13,24,27,28,34,
revanchita,2444,2011-05-08,106000000,20,23,38,49,50,53,
revanchita,2445,2011-05-11,108000000,13,17,41,50,53,55,
revanchita,2446,2011-05-15,110000000,2,15,30,33,42,53,
revanchita,2447,2011-05-18,111000000,2,3,7,22,38,50,
revanchita,2448,2011-05-22,113000000,14,30,34,36,55,56,
revanchita,2449,2011-05-25,114000000,6,9,16,33,45,48,
revanchita,2450,2011-05-29,116000000,2,4,14,24,29,39,
revanchita,2451,2011-06-01,118000000,25,32,39,40,41,54,
revanchita,2452,2011-06-05,120000000,7,18,23,27,45,54,
revanchita,2453,2011-06-08,122000000,9,13,26,37,43,50,
revanchita,2454,2011-06-12,123000000,3,8,18,29,35,52,
revanchita,2455,2011-06-15,125000000,7,12,24,36,46,54,
revanchita,2456,2011-06-19,127000000,1,11,12,19,20,27,
revanchita,2457,2011-06-22,129000000,20,23,32,38,43,44,
revanchita,2458,2011-06-26,10000000,4,13,14,17,23,24,
revanchita,2459,2011-06-29,10500000,4,9,28,40,51,55,
revanchita,2460,2011-07-03,11000000,15,25,32,33,37,45,
revanchita,2461,2011-07-06,11500000,3,6,12,26,34,46,
revanchita,2462,2011-07-10,12000000,2,5,10,15,20,31,
revanchita,2463,2011-07-13,12500000,1,6,12,24,28,33,
revanchita,2464,2011-07-17,13000000,10,13,37,44,46,53,
revanchita,2465,2011-07-20,13500000,3,24,37,45,52,54,
revanchita,2466,2011-07-24,14000000,1,3,11,14,39,41,
revanchita,2467,2011-07-27,10000000,13,18,34,37,46,52,
revanchita,2468,2011-07-31,10500000,7,9,16,24,37,54,
revanchita,2469,2011-08-03,11000000,1,9,14,37,40,41,
revanchita,2470,2011-08-07,11500000,1,7,11,19,35,42,
revanchita,2471,2011-08-10,12000000,7,14,19,34,35,44,
revanchita,2472,2011-08-14,10000000,3,27,33,39,43,51,
revanchita,2473,2011-08-17,10500000,9,16,39,41,44,45,
revanchita,2474,2011-08-21,11000000,3,10,16,33,44,48,
revanchita,2475,2011-08-24,11500000,10,17,25,29,51,56,
revanchita,2476,2011-08-28,12000000,17,21,39,41,44,49,
revanchita,2477,2011-08-31,12500000,3,9,12,16,17,36,
revanchita,2478,2011-09-04,13000000,16,22,24,37,52,53,
revanchita,2479,2011-09-07,13500000,7,16,31,32,42,45,
revanchita,2480,2011-09-11,14000000,1,12,19,30,42,53,
revanchita,2481,2011-09-14,15500000,3,22,26,31,47,56,
revanchita,2482,2011-09-18,17000000,27,31,39,41,49,55,
revanchita,2483,2011-09-21,18000000,4,15,25,32,53,54,
revanchita,2484,2011-09-25,20000000,9,11,38,43,45,54,
revanchita,2485,2011-09-28,22000000,16,27,33,35,37,40,
revanchita,2486,2011-10-02,23000000,4,5,22,32,35,39,
revanchita,2487,2011-10-05,25000000,17,21,38,48,50,52,
revanchita,2488,2011-10-09,27000000,22,35,39,40,49,52,
revanchita,2489,2011-10-12,28000000,24,28,37,47,48,52,
revanchita,2490,2011-10-16,30000000,1,2,22,24,28,29,
revanchita,2491,2011-10-19,32000000,3,8,11,23,46,56,
revanchita,2492,2011-10-23,34000000,7,11,14,50,52,54,
revanchita,2493,2011-10-26,36000000,9,31,40,49,52,55,
revanchita,2494,2011-10-30,38000000,2,19,40,47,48,49,
revanchita,2495,2011-11-02,40000000,3,15,28,40,48,55,
revanchita,2496,2011-11-06,41000000,8,15,20,32,34,45,
revanchita,2497,2011-11-09,43000000,5,10,20,47,51,56,
revanchita,2498,2011-11-13,44000000,5,22,28,30,49,54,
revanchita,2499,2011-11-16,46000000,1,15,20,39,42,49,
revanchita,2500,2011-11-20,47000000,6,11,29,39,43,47,
revanchita,2501,2011-11-23,49000000,20,24,29,47,50,56,
revanchita,2502,2011-11-27,50000000,1,10,28,35,39,51,
revanchita,2503,2011-11-30,52000000,9,23,24,26,43,50,
revanchita,2504,2011-12-04,54000000,5,7,10,14,22,27,
revanchita,2505,2011-12-07,55000000,4,24,32,45,50,56,
revanchita,2506,2011-12-11,57000000,3,9,10,11,29,30,
revanchita,2507,2011-12-14,58000000,2,7,14,22,37,43,
revanchita,2508,2011-12-18,60000000,1,2,12,30,42,53,
revanchita,2509,2011-12-21,61000000,13,23,26,29,35,36,
revanchita,2510,2011-12-25,63000000,19,33,35,41,45,56,
revanchita,2511,2011-12-28,64000000,10,12,20,21,29,54,
revanchita,2512,2012-01-01,66000000,12,28,31,40,52,54,
revanchita,2513,2012-01-04,68000000,13,15,22,23,36,38,
revanchita,2514,2012-01-08,69000000,10,15,17,22,40,45,
revanchita,2515,2012-01-11,71000000,9,11,13,20,22,32,
revanchita,2516,2012-01-15,73000000,1,5,11,19,25,49,
revanchita,2517,2012-01-18,74000000,8,21,28,49,51,55,
revanchita,2518,2012-01-22,76000000,8,24,26,31,33,52,
revanchita,2519,2012-01-25,78000000,20,34,45,48,54,55,
revanchita,2520,2012-01-29,79000000,6,7,24,42,48,50,
revanchita,2521,2012-02-01,81000000,27,30,37,43,44,55,
revanchita,2522,2012-02-05,82000000,4,5,6,24,32,50,
revanchita,2523,2012-02-08,84000000,2,13,40,48,49,56,
revanchita,2524,2012-02-12,85000000,8,9,27,39,47,52,
revanchita,2525,2012-02-15,87000000,5,18,24,35,43,56,
revanchita,2526,2012-02-19,88000000,9,24,27,32,36,52,
revanchita,2527,2012-02-22,90000000,9,11,17,25,45,53,
revanchita,2528,2012-02-26,92000000,5,14,20,30,31,36,
revanchita,2529,2012-02-29,93000000,8,9,12,18,28,42,
revanchita,2530,2012-03-04,95000000,2,11,24,26,48,51,
revanchita,2531,2012-03-07,97000000,1,7,16,35,45,55,
revanchita,2532,2012-03-11,99000000,6,18,23,24,30,54,
revanchita,2533,2012-03-14,100000000,4,8,28,46,53,56,
revanchita,2534,2012-03-18,102000000,1,16,20,31,41,43,
revanchita,2535,2012-03-21,104000000,1,9,20,31,43,56,
revanchita,2536,2012-03-25,105000000,8,24,26,28,51,56,
revanchita,2537,2012-03-28,107000000,4,10,13,32,35,42,
revanchita,2538,2012-04-01,108000000,22,23,24,28,30,42,
revanchita,2539,2012-04-04,110000000,12,13,15,29,48,54,
revanchita,2540,2012-04-08,112000000,1,6,7,23,44,53,
revanchita,2541,2012-04-11,114000000,5,19,22,28,47,52,
revanchita,2542,2012-04-15,116000000,1,4,15,17,32,42,
revanchita,2543,2012-04-18,118000000,2,11,23,27,51,53,
revanchita,2544,2012-04-22,120000000,15,19,36,42,44,50,
revanchita,2545,2012-04-25,10000000,6,15,22,28,36,45,
revanchita,2546,2012-04-29,10500000,8,22,31,34,36,45,
revanchita,2547,2012-05-02,11000000,5,7,21,27,41,54,
revanchita,2548,2012-05-06,11500000,5,12,35,49,52,54,
revanchita,2549,2012-05-09,12000000,2,11,13,20,42,43,
revanchita,2550,2012-05-13,12500000,7,10,31,38,40,45,
revanchita,2551,2012-05-16,13000000,1,5,23,43,54,55,
revanchita,2552,2012-05-20,13500000,4,7,19,24,31,32,
revanchita,2553,2012-05-23,14000000,27,33,41,47,51,54,
revanchita,2554,2012-05-27,15500000,8,18,22,24,32,38,
revanchita,2555,2012-05-30,17500000,5,20,21,39,45,52,
revanchita,2556,2012-06-03,10000000,8,13,21,27,33,36,
revanchita,2557,2012-06-06,10500000,1,17,20,22,28,32,
revanchita,2558,2012-06-10,11000000,6,14,19,37,39,50,
revanchita,2559,2012-06-13,11500000,8,9,16,39,41,42,
revanchita,2560,2012-06-17,12000000,5,11,12,20,42,47,
revanchita,2561,2012-06-20,12500000,16,27,34,42,47,49,
revanchita,2562,2012-06-24,13000000,2,3,12,18,27,50,
revanchita,2563,2012-06-27,13500000,15,20,33,36,40,48,
revanchita,2564,2012-07-01,14000000,1,16,17,32,45,51,
revanchita,2565,2012-07-04,16000000,6,21,35,38,45,54,
revanchita,2566,2012-07-08,17000000,10,16,19,20,40,52,
revanchita,2567,2012-07-11,19000000,14,16,17,31,46,55,
revanchita,2568,2012-07-15,20500000,10,25,29,31,49,55,
revanchita,2569,2012-07-18,22000000,3,7,9,27,45,55,
revanchita,2570,2012-07-22,23000000,5,13,14,28,41,52,
revanchita,2571,2012-07-25,24500000,15,23,25,28,37,45,
revanchita,2572,2012-07-29,25500000,4,12,18,29,45,54,
revanchita,2573,2012-08-01,26500000,23,28,37,41,46,50,
revanchita,2574,2012-08-05,28000000,4,7,10,24,44,54,
revanchita,2575,2012-08-08,29500000,9,14,15,18,35,38,
revanchita,2576,2012-08-12,30500000,9,11,27,40,41,44,
revanchita,2577,2012-08-15,32000000,1,4,11,22,44,52,
revanchita,2578,2012-08-19,33000000,28,32,33,37,50,53,
revanchita,2579,2012-08-22,35000000,8,18,41,42,44,52,
revanchita,2580,2012-08-26,36000000,6,22,24,27,41,54,
revanchita,2581,2012-08-29,37000000,7,9,11,26,50,52,
revanchita,2582,2012-09-02,38500000,4,8,30,39,49,56,
revanchita,2583,2012-09-05,40000000,17,19,21,22,45,49,
revanchita,2584,2012-09-09,41500000,3,4,25,41,42,51,
revanchita,2585,2012-09-12,43000000,7,8,12,21,37,51,
revanchita,2586,2012-09-16,44000000,18,20,26,27,29,49,
revanchita,2587,2012-09-19,45500000,7,27,34,42,46,55,
revanchita,2588,2012-09-23,47000000,7,15,18,45,48,55,
revanchita,2589,2012-09-26,48000000,1,9,12,34,36,44,
revanchita,2590,2012-09-30,49000000,9,12,17,31,41,47,
revanchita,2591,2012-10-03,51000000,10,17,23,39,42,56,
revanchita,2592,2012-10-07,52500000,13,14,16,24,26,36,
revanchita,2593,2012-10-10,54000000,3,19,38,43,46,48,
revanchita,2594,2012-10-14,55500000,5,7,9,23,25,29,
revanchita,2595,2012-10-17,57000000,5,11,23,37,39,54,
revanchita,2596,2012-10-21,58000000,7,9,34,36,38,40,
revanchita,2597,2012-10-24,60000000,4,11,32,38,47,55,
revanchita,2598,2012-10-28,61000000,2,34,40,43,49,54,
revanchita,2599,2012-10-31,63000000,25,26,28,45,48,49,
revanchita,2600,2012-11-04,64000000,4,6,12,51,54,55,
revanchita,2601,2012-11-07,66000000,10,27,47,51,52,53,
revanchita,2602,2012-11-11,67000000,1,2,6,30,34,51,
revanchita,2603,2012-11-14,69000000,5,9,16,19,24,30,
revanchita,2604,2012-11-18,70000000,1,6,7,17,25,52,
revanchita,2605,2012-11-21,72000000,3,8,9,15,26,55,
revanchita,2606,2012-11-25,73000000,16,22,24,31,46,53,
revanchita,2607,2012-11-28,74000000,17,19,32,51,53,54,
revanchita,2608,2012-12-02,76000000,2,6,23,46,48,53,
revanchita,2609,2012-12-05,78000000,16,24,33,36,38,45,
revanchita,2610,2012-12-09,79500000,8,22,32,34,39,56,
revanchita,2611,2012-12-12,81500000,2,3,16,26,37,52,
revanchita,2612,2012-12-16,83000000,8,14,25,35,43,44,
revanchita,2613,2012-12-19,85000000,12,19,33,44,45,54,
revanchita,2614,2012-12-23,86500000,3,22,32,37,50,56,
revanchita,2615,2012-12-26,88500000,3,8,9,21,26,50,
revanchita,2616,2012-12-30,90000000,1,16,29,37,46,52,
revanchita,2617,2013-01-02,92000000,22,23,27,39,49,52,
revanchita,2618,2013-01-06,93500000,4,26,27,31,43,51,
revanchita,2619,2013-01-09,95500000,5,15,24,28,32,51,
revanchita,2620,2013-01-13,97500000,2,6,28,29,39,50,
revanchita,2621,2013-01-16,100000000,1,5,12,13,30,45,
revanchita,2622,2013-01-20,101500000,2,21,37,41,54,56,
revanchita,2623,2013-01-23,103500000,2,8,13,49,50,54,
revanchita,2624,2013-01-27,105500000,4,8,21,35,41,56,
revanchita,2625,2013-01-30,107500000,10,24,26,30,43,54,
revanchita,2626,2013-02-03,110000000,13,22,32,33,44,53,
revanchita,2627,2013-02-06,111500000,15,30,33,37,52,53,
revanchita,2628,2013-02-10,114000000,6,14,32,33,41,50,
revanchita,2629,2013-02-13,116000000,6,20,22,24,44,55,
revanchita,2630,2013-02-17,118000000,1,17,46,48,50,52,
revanchita,2631,2013-02-20,120500000,3,4,17,39,48,53,
revanchita,2632,2013-02-24,122000000,2,27,37,41,48,54,
revanchita,2633,2013-02-27,124000000,2,5,18,19,33,35,
revanchita,2634,2013-03-03,126500000,5,11,19,40,52,55,
revanchita,2635,2013-03-06,129000000,2,6,13,45,46,52,
revanchita,2636,2013-03-10,131000000,4,14,28,30,32,36,
revanchita,2637,2013-03-13,133500000,10,17,33,35,36,38,
revanchita,2638,2013-03-17,136000000,11,15,23,24,35,40,
revanchita,2639,2013-03-20,138500000,27,30,39,42,44,52,
revanchita,2640,2013-03-24,140500000,17,18,24,32,38,42,
revanchita,2641,2013-03-27,142500000,6,12,18,24,32,42,
revanchita,2642,2013-03-31,144500000,4,30,39,47,50,53,
revanchita,2643,2013-04-03,147000000,13,17,18,21,37,45,
revanchita,2644,2013-04-07,149500000,5,11,25,29,45,54,
revanchita,2645,2013-04-10,152500000,6,28,33,37,49,54,
revanchita,2646,2013-04-14,155000000,8,11,17,23,29,40,
revanchita,2647,2013-04-17,157500000,16,23,31,33,36,49,
revanchita,2648,2013-04-21,160000000,5,14,40,44,50,54,
revanchita,2649,2013-04-24,162500000,10,11,18,26,31,45,
revanchita,2650,2013-04-28,164500000,11,12,25,29,38,50,
revanchita,2651,2013-05-01,168000000,2,14,18,25,36,55,
revanchita,2652,2013-05-05,170000000,12,17,20,21,27,41,
revanchita,2653,2013-05-08,173000000,17,23,30,35,48,53,
revanchita,2654,2013-05-12,176000000,1,6,7,9,20,30,
revanchita,2655,2013-05-15,178000000,16,27,35,42,51,54,
revanchita,2656,2013-05-19,181000000,4,8,15,19,27,43,
revanchita,2657,2013-05-22,184000000,12,28,31,33,52,53,
revanchita,2658,2013-05-26,186500000,28,34,45,46,48,55,
revanchita,2659,2013-05-29,189000000,15,16,21,24,33,50,
revanchita,2660,2013-06-02,192000000,7,14,18,27,39,46,
revanchita,2661,2013-06-05,195000000,7,9,25,30,46,47,
revanchita,2662,2013-06-09,198500000,20,27,31,33,35,45,
revanchita,2663,2013-06-12,201500000,3,28,32,34,50,54,
revanchita,2664,2013-06-16,203500000,16,22,27,33,47,55,
revanchita,2665,2013-06-19,207000000,2,5,24,27,35,44,
revanchita,2666,2013-06-23,210000000,2,3,25,28,32,42,
revanchita,2667,2013-06-26,10000000,1,7,9,20,37,41,
revanchita,2668,2013-06-30,10500000,2,7,16,18,28,33,
revanchita,2669,2013-07-03,11000000,29,34,36,50,51,54,
revanchita,2670,2013-07-07,11500000,4,28,30,33,40,56,
revanchita,2671,2013-07-10,12500000,3,4,11,19,45,55,
revanchita,2672,2013-07-14,14500000,30,31,41,43,46,49,
revanchita,2673,2013-07-17,17000000,27,28,33,37,44,47,
revanchita,2674,2013-07-21,19000000,19,34,40,46,48,52,
revanchita,2675,2013-07-24,10000000,7,19,25,38,40,47,
revanchita,2676,2013-07-28,10000000,2,4,17,18,20,40,
revanchita,2677,2013-07-31,10500000,10,20,21,31,33,37,
revanchita,2678,2013-08-04,11000000,7,11,15,16,28,49,
revanchita,2679,2013-08-07,11500000,18,21,35,37,43,44,
revanchita,2680,2013-08-11,12000000,5,14,15,28,41,55,
revanchita,2681,2013-08-14,12500000,11,21,24,40,53,56,
revanchita,2682,2013-08-18,13000000,12,25,26,36,44,50,
revanchita,2683,2013-08-21,15000000,16,24,42,53,54,56,
revanchita,2684,2013-08-25,16000000,16,24,25,39,48,52,
revanchita,2685,2013-08-28,18000000,2,12,24,34,41,47,
revanchita,2686,2013-09-01,19000000,8,18,22,36,39,56,
revanchita,2687,2013-09-04,21000000,7,9,20,24,31,40,
revanchita,2688,2013-09-08,22500000,3,6,12,24,27,44,
revanchita,2689,2013-09-11,24500000,4,6,13,22,26,49,
revanchita,2690,2013-09-15,26000000,11,15,24,36,41,53,
revanchita,2691,2013-09-18,27500000,8,33,42,43,44,56,
revanchita,2692,2013-09-22,28500000,3,7,12,26,32,46,
revanchita,2693,2013-09-25,30500000,8,13,21,32,35,50,
revanchita,2694,2013-09-29,32000000,6,17,26,31,44,48,
revanchita,2695,2013-10-02,34000000,21,26,35,42,44,51,
revanchita,2696,2013-10-06,35000000,12,18,20,23,25,44,
revanchita,2697,2013-10-09,37000000,6,9,23,36,45,49,
revanchita,2698,2013-10-13,38000000,14,21,26,30,35,39,
revanchita,2699,2013-10-16,40000000,23,25,32,43,49,55,
revanchita,2700,2013-10-20,41500000,12,15,27,44,46,48,
revanchita,2701,2013-10-23,43000000,11,15,19,27,36,38,
revanchita,2702,2013-10-27,44500000,18,22,23,26,42,49,
revanchita,2703,2013-10-30,46000000,11,15,17,20,22,54,
revanchita,2704,2013-11-03,47000000,20,27,31,42,53,54,
revanchita,2705,2013-11-06,49000000,5,6,18,41,54,56,
revanchita,2706,2013-11-10,51000000,1,8,26,33,54,55,
revanchita,2707,2013-11-13,53000000,3,7,19,21,25,47,
revanchita,2708,2013-11-17,54000000,7,22,38,42,44,54,
revanchita,2709,2013-11-20,56000000,5,7,20,40,42,48,
revanchita,2710,2013-11-24,57000000,10,13,18,26,28,37,
revanchita,2711,2013-11-27,59000000,15,30,34,35,38,51,
revanchita,2712,2013-12-01,60500000,8,17,34,37,42,43,
revanchita,2713,2013-12-04,62000000,11,14,39,41,47,52,
revanchita,2714,2013-12-08,64000000,28,31,40,49,53,54,
revanchita,2715,2013-12-11,66000000,3,7,30,40,48,54,
revanchita,2716,2013-12-15,67500000,2,18,25,41,42,51,
revanchita,2717,2013-12-18,69000000,7,19,29,34,41,47,
revanchita,2718,2013-12-22,71000000,24,25,30,35,55,56,
revanchita,2719,2013-12-25,72500000,2,7,31,40,53,56,
revanchita,2720,2013-12-29,74000000,3,7,8,17,21,48,
revanchita,2721,2014-01-01,76000000,2,10,24,31,35,49,
revanchita,2722,2014-01-05,78000000,5,14,19,46,54,55,
revanchita,2723,2014-01-08,79500000,11,14,21,27,47,54,
revanchita,2724,2014-01-12,81500000,6,7,12,22,31,45,
revanchita,2725,2014-01-15,83500000,12,19,22,30,39,56,
revanchita,2726,2014-01-19,85000000,3,5,19,28,33,56,
revanchita,2727,2014-01-22,87000000,16,29,38,40,48,49,
revanchita,2728,2014-01-26,89000000,11,15,20,24,47,48,
revanchita,2729,2014-01-29,90500000,8,19,34,39,41,54,
revanchita,2730,2014-02-02,92000000,12,13,31,34,47,50,
revanchita,2731,2014-02-05,94000000,10,34,39,42,44,54,
revanchita,2732,2014-02-09,96000000,11,13,31,39,45,53,
revanchita,2733,2014-02-12,10000000,3,15,16,22,30,34,
revanchita,2734,2014-02-16,10500000,6,8,9,13,29,48,
revanchita,2735,2014-02-19,11000000,6,12,41,46,52,56,
revanchita,2736,2014-02-23,11500000,11,29,32,43,51,52,
revanchita,2737,2014-02-26,12000000,11,34,43,52,54,55,
revanchita,2738,2014-03-02,12500000,4,13,22,29,32,40,
revanchita,2739,2014-03-05,13000000,10,16,28,29,37,48,
revanchita,2740,2014-03-09,13500000,1,17,19,25,36,53,
revanchita,2741,2014-03-12,14500000,9,27,31,33,42,45,
revanchita,2742,2014-03-16,16000000,10,13,16,23,39,42,
revanchita,2743,2014-03-19,18000000,17,24,27,29,32,51,
revanchita,2744,2014-03-23,19000000,7,24,32,34,35,51,
revanchita,2745,2014-03-26,21000000,5,18,20,26,27,43,
revanchita,2746,2014-03-30,22000000,4,29,36,38,49,56,
revanchita,2747,2014-04-02,24000000,4,9,11,24,33,56,
revanchita,2748,2014-04-06,25500000,1,15,20,21,33,48,
revanchita,2749,2014-04-09,27000000,1,26,32,33,47,55,
revanchita,2750,2014-04-13,28500000,4,8,21,31,37,41,
revanchita,2751,2014-04-16,30000000,9,14,22,39,42,52,
revanchita,2752,2014-04-20,31500000,21,37,38,40,41,56,
revanchita,2753,2014-04-23,33000000,3,6,8,10,34,53,
revanchita,2754,2014-04-27,34500000,5,8,16,32,36,39,
revanchita,2755,2014-04-30,37000000,4,24,26,32,38,48,
revanchita,2756,2014-05-04,38000000,6,13,18,35,42,53,
revanchita,2757,2014-05-07,40000000,9,10,17,38,50,55,
revanchita,2758,2014-05-11,41500000,8,10,34,45,49,56,
revanchita,2759,2014-05-14,43000000,4,7,19,20,34,38,
revanchita,2760,2014-05-18,44500000,8,19,28,33,38,45,
revanchita,2761,2014-05-21,47000000,2,29,30,34,48,54,
revanchita,2762,2014-05-25,48000000,4,25,51,53,54,55,
revanchita,2763,2014-05-28,50000000,6,18,24,32,33,38,
revanchita,2764,2014-06-01,51500000,4,11,20,25,27,40,
revanchita,2765,2014-06-04,53500000,9,14,20,21,32,50,
revanchita,2766,2014-06-08,55500000,13,14,22,24,45,51,
revanchita,2767,2014-06-11,57000000,2,25,26,36,37,38,
revanchita,2768,2014-06-15,59000000,20,24,28,30,54,55,
revanchita,2769,2014-06-18,62000000,12,13,31,35,37,49,
revanchita,2770,2014-06-22,63000000,2,4,7,16,52,54,
revanchita,2771,2014-06-25,64000000,6,17,32,49,54,55,
revanchita,2772,2014-06-29,65000000,2,5,10,29,40,48,
revanchita,2773,2014-07-02,67000000,6,16,43,45,47,54,
revanchita,2774,2014-07-06,69000000,1,4,14,33,36,45,
revanchita,2775,2014-07-09,71000000,3,6,38,49,53,54,
revanchita,2776,2014-07-13,72500000,2,4,6,15,35,37,
revanchita,2777,2014-07-16,74500000,7,14,19,31,35,50,
revanchita,2778,2014-07-20,76000000,8,23,28,41,49,53,
revanchita,2779,2014-07-23,78000000,1,22,24,25,26,29,
revanchita,2780,2014-07-27,79500000,4,18,23,45,47,53,
revanchita,2781,2014-07-30,81500000,12,15,24,38,45,49,
revanchita,2782,2014-08-03,83000000,7,19,22,32,48,49,
revanchita,2783,2014-08-06,85500000,5,12,14,39,50,56,
revanchita,2784,2014-08-10,87000000,3,6,7,11,18,36,
revanchita,2785,2014-08-13,89000000,3,6,9,18,19,52,
revanchita,2786,2014-08-17,91000000,10,11,17,29,42,46,
revanchita,2787,2014-08-20,93000000,13,21,35,36,37,53,
revanchita,2788,2014-08-24,95000000,6,13,14,29,36,54,
revanchita,2789,2014-08-27,97000000,12,14,19,27,40,42,
revanchita,2790,2014-08-31,98000000,3,6,10,22,25,27,
revanchita,2791,2014-09-03,100000000,14,21,28,30,34,45,
revanchita,2792,2014-09-07,102000000,2,3,5,23,28,51,
revanchita,2793,2014-09-10,103500000,15,30,37,40,51,56,
revanchita,2794,2014-09-14,105000000,4,24,38,40,53,56,
revanchita,2795,2014-09-17,107000000,8,13,18,21,30,38,
revanchita,2796,2014-09-21,108500000,4,6,10,38,52,53,
revanchita,2797,2014-09-24,110000000,1,6,15,21,25,38,
revanchita,2798,2014-09-28,10000000,2,9,11,20,44,56,
revanchita,2799,2014-10-01,10500000,7,20,31,37,50,56,
revanchita,2800,2014-10-05,11000000,10,22,33,45,54,56,
revanchita,2801,2014-10-08,11500000,4,7,10,12,31,35,
revanchita,2802,2014-10-12,12000000,1,7,31,36,47,54,
revanchita,2803,2014-10-15,12500000,4,10,11,48,49,51,
revanchita,2804,2014-10-19,13000000,6,17,27,38,46,52,
revanchita,2805,2014-10-22,14000000,1,16,27,30,37,44,
revanchita,2806,2014-10-26,15000000,6,12,18,19,29,36,
revanchita,2807,2014-10-29,17000000,3,13,20,33,49,54,
revanchita,2808,2014-11-02,18500000,3,6,13,20,21,44,
revanchita,2809,2014-11-05,20000000,35,38,39,42,46,50,
revanchita,2810,2014-11-09,22000000,14,24,31,49,54,56,
revanchita,2811,2014-11-12,24000000,4,6,19,26,29,36,
revanchita,2812,2014-11-16,25500000,5,14,19,23,37,54,
revanchita,2813,2014-11-19,27500000,3,7,18,29,54,56,
revanchita,2814,2014-11-23,29000000,2,22,26,32,49,51,
revanchita,2815,2014-11-26,30000000,2,26,27,33,39,41,
revanchita,2816,2014-11-30,31000000,10,16,17,24,28,55,
revanchita,2817,2014-12-03,33500000,5,15,22,28,41,51,
revanchita,2818,2014-12-07,35000000,6,10,11,15,40,49,
revanchita,2819,2014-12-10,37000000,2,10,25,33,39,52,
revanchita,2820,2014-12-14,38500000,10,28,34,35,39,55,
revanchita,2821,2014-12-17,40000000,7,9,12,42,44,51,
revanchita,2822,2014-12-21,41000000,4,7,35,42,48,49,
revanchita,2823,2014-12-24,42500000,1,29,32,33,42,44,
revanchita,2824,2014-12-28,44000000,13,19,33,37,53,56,
revanchita,2825,2014-12-31,46000000,17,23,51,53,54,56,
revanchita,2826,2015-01-04,48000000,2,7,12,18,41,54,
revanchita,2827,2015-01-07,50000000,3,5,37,43,44,52,
revanchita,2828,2015-01-11,52000000,23,25,26,32,41,48,
revanchita,2829,2015-01-14,53000000,10,12,19,21,32,43,
revanchita,2830,2015-01-18,54000000,1,2,9,12,37,47,
revanchita,2831,2015-01-21,56000000,7,8,15,36,46,54,
revanchita,2832,2015-01-25,58000000,3,19,29,31,34,37,
revanchita,2833,2015-01-28,60000000,1,17,27,34,42,52,
revanchita,2834,2015-02-01,61000000,23,25,34,37,39,51,
revanchita,2835,2015-02-04,63000000,6,24,40,47,48,51,
revanchita,2836,2015-02-08,64500000,13,15,17,28,35,43,
revanchita,2837,2015-02-11,66000000,22,28,29,41,43,49,
revanchita,2838,2015-02-15,68000000,4,5,7,26,32,53,
revanchita,2839,2015-02-18,69500000,1,6,9,22,29,50,
revanchita,2840,2015-02-22,71000000,14,29,31,45,51,55,
revanchita,2841,2015-02-25,73000000,5,30,33,45,47,48,
revanchita,2842,2015-03-01,74500000,17,18,29,31,32,39,
revanchita,2843,2015-03-04,76500000,11,15,29,31,36,42,
revanchita,2844,2015-03-08,78000000,10,26,28,34,46,55,
revanchita,2845,2015-03-11,79500000,6,12,25,46,47,49,
revanchita,2846,2015-03-15,81000000,10,11,12,39,48,51,
revanchita,2847,2015-03-18,83000000,5,26,39,46,52,53,
revanchita,2848,2015-03-22,85000000,7,12,14,18,34,41,
revanchita,2849,2015-03-25,86500000,13,16,24,41,44,54,
revanchita,2850,2015-03-29,88000000,11,16,41,43,53,56,
revanchita,2851,2015-04-01,89500000,7,8,10,17,26,48,
revanchita,2852,2015-04-05,91000000,5,14,29,30,46,55,
revanchita,2853,2015-04-08,92500000,35,41,43,48,49,52,
revanchita,2854,2015-04-12,94000000,7,9,15,23,42,44,
revanchita,2855,2015-04-15,96500000,12,19,28,34,42,53,
revanchita,2856,2015-04-19,98500000,5,14,18,33,38,54,
revanchita,2857,2015-04-22,100000000,2,3,8,20,51,55,
revanchita,2858,2015-04-26,101500000,3,25,36,50,53,55,
revanchita,2859,2015-04-29,103000000,4,5,23,24,26,38,
